HistocapWGSS16_tyr2273	HistocapHISSPFGPIA2052_004302:004302-T1:004303:004303-T1
HistocapWGSS16_tyr2273	HistomissSECH87_tyr2622
HistocapWGSS16_tyr2273	HistocapES285Z_005506:005506-T1
HistocapWGSS16_tyr2273	HistocapJBHc031837_tyr1861
HistocapWGSS16_tyr2273	HistomissWU24_08104
HistocapWGSS16_tyr2273	HistocapCB062_tyr777
HistocapWGSS16_tyr2273	HistocapG184AR_03237
HistocapWGSS16_tyr2273	Histocap343p18_tyr565
HistocapWGSS16_tyr2273	HistocapCB174_tyr1149
HistocapWGSS16_tyr2273	HistocapES290Z_007606:007606-T1
HistocapWGSS16_tyr2273	Histocap1517p17_tyr311
HistocapWGSS16_tyr2273	Histocap144p08_007266:007266-T1
HistocapWGSS16_tyr2273	HistocapCB063_tyr841
HistocapWGSS16_tyr2273	Histocap388p11_007409:007409-T1
HistocapWGSS16_tyr2273	HistocapCB066_tyr1036
HistocapWGSS16_tyr2273	HistomissSECH102_tyr2345
HistocapWGSS16_tyr2273	Histocap117p12_007502:007502-T1
HistocapWGSS16_tyr2273	HistocapES283Z_006566:006566-T1
HistocapWGSS16_tyr2273	HistoohiSECH96_006412:006412-T1:006413:006413-T1
HistocapWGSS16_tyr2273	HistocapJBHc083285_tyr2006
HistocapWGSS16_tyr2273	HistocapJBHc062632_tyr1921
HistocapWGSS16_tyr2273	HistocapSECH101_005644:005644-T1
HistocapWGSS16_tyr2273	HistoohiSECH82_007530:007530-T1:007531:007531-T1:007532:007532-T1
HistocapWGSS16_tyr2273	HistomissSECH85_005973:005973-T1
HistocapWGSS16_tyr2273	HistomissSECH86_tyr2581
HistocapWGSS16_tyr2273	HistomissSECH84_tyr2493
HistomissSECH81_007238:007238-T1	HistomissSECH81_007238:007238-T1
HistomissSECH81_007238:007238-T1	HistocapCB066_001929:001929-T1
HistomissSECH81_007238:007238-T1	HistomissWU24_tyr2797
HistomissSECH81_007238:007238-T1	HistocapCB063_001979:001979-T1
HistomissSECH81_007238:007238-T1	HistocapCB066_007938:007938-T1
HistomissSECH81_007238:007238-T1	HistomissSECH83_005368:005368-T1
HistomissSECH81_007238:007238-T1	Histocap117p12_006359:006359-T1
HistomissSECH81_007238:007238-T1	Histocap343p18_008679:008679-T1
HistomissSECH81_007238:007238-T1	HistocapCB174_006826:006826-T1:006827:006827-T1
HistomissSECH81_007238:007238-T1	HistocapCB174_005523:005523-T1
HistomissSECH81_007238:007238-T1	Histocap316p10_tyr459
HistomissSECH81_007238:007238-T1	HistocapES288Z_004935:004935-T1
HistomissSECH81_007238:007238-T1	HistocapCB066_008249:008249-T1
HistomissSECH81_007238:007238-T1	Histocap256P18_008254:008254-T1
HistomissSECH81_007238:007238-T1	HistocapES290Z_008339:008339-T1
HistomissSECH81_007238:007238-T1	HistomissSECH83_005310:005310-T1
HistomissSECH81_007238:007238-T1	HistocapCB063_008474:008474-T1
HistomissSECH81_007238:007238-T1	HistomissSECH89_001853:001853-T1
HistomissSECH81_007238:007238-T1	Histocap1517p17_tyr323
HistomissSECH81_007238:007238-T1	Histocap327P12_tyr474
HistomissSECH81_007238:007238-T1	HistocapJBHc01752_003420:003420-T1
HistomissSECH81_007238:007238-T1	HistomissWU24_tyr2773
HistomissSECH81_007238:007238-T1	Histocap144p08_008180:008180-T1
HistomissSECH81_007238:007238-T1	HistocapCB168_005616:005616-T1
HistomissSECH81_007238:007238-T1	Histocap327P12_008100:008100-T1
HistomissSECH81_007238:007238-T1	HistomissSECH88_007099:007099-T1
HistomissSECH81_007238:007238-T1	HistocapCB192_008321:008321-T1
HistomissSECH81_007238:007238-T1	Histocap485P20_tyr689
HistomissSECH81_007238:007238-T1	HistocapCB062_001918:001918-T1
HistomissSECH81_007238:007238-T1	Histocap327P12_008639:008639-T1
HistomissSECH81_007238:007238-T1	HistomissSECH88_007360:007360-T1
HistomissSECH81_007238:007238-T1	Histocap1517p17_tyr329
HistomissSECH81_007238:007238-T1	HistocapCB186_008199:008199-T1:008200:008200-T1
HistomissSECH81_007238:007238-T1	HistocapHISSPB05821_004286:004286-T1:004287:004287-T1
HistomissSECH81_007238:007238-T1	HistoohiSECH98_006957:006957-T1:006958:006958-T1:006959:006959-T1
HistomissSECH81_007238:007238-T1	HistocapCB066_005619:005619-T1
HistomissSECH81_007238:007238-T1	Histocap104p06_tyr18
HistomissSECH81_007238:007238-T1	HistocapCB168_007967:007967-T1
HistomissSECH81_007238:007238-T1	HistocapCB065_005690:005690-T1
HistomissSECH81_007238:007238-T1	HistoohiG217B_11253
HistomissSECH81_007238:007238-T1	Histocap117p12_008453:008453-T1
HistomissSECH81_007238:007238-T1	HistomissSECH90_001742:001742-T1
HistomissSECH81_007238:007238-T1	HistocapWGSS16_tyr2310
HistomissSECH81_007238:007238-T1	HistocapCB192_005726:005726-T1
HistomissSECH81_007238:007238-T1	HistocapWGSS11_tyr2168
HistomissSECH81_007238:007238-T1	Histocap343p18_008103:008103-T1
HistomissSECH81_007238:007238-T1	HistomissSECH88_001765:001765-T1
HistomissSECH81_007238:007238-T1	HistocapWGSS14_002072:002072-T1
HistomissSECH81_007238:007238-T1	HistocapCB168_007979:007979-T1
HistomissSECH81_007238:007238-T1	HistocapSECH109_002906:002906-T1
HistomissSECH81_007238:007238-T1	HistocapCB174_008018:008018-T1
HistomissSECH81_007238:007238-T1	HistocapCB065_008255:008255-T1
HistomissSECH81_007238:007238-T1	HistomissSECH83_001916:001916-T1
HistomissSECH81_007238:007238-T1	HistoohiSECH91_007889:007889-T1:007890:007890-T1
HistomissSECH81_007238:007238-T1	HistocapCB174_007729:007729-T1
HistomissSECH81_007238:007238-T1	HistocapCB186_008632:008632-T1
HistomissSECH81_007238:007238-T1	HistocapCB064_005769:005769-T1:005770:005770-T1
HistomissSECH81_007238:007238-T1	Histocap117p12_008286:008286-T1
HistomissSECH81_007238:007238-T1	Histocap122p10B_008448:008448-T1
HistomissSECH81_007238:007238-T1	HistocapCB192_001987:001987-T1
HistomissSECH81_007238:007238-T1	HistomissSECH89_001781:001781-T1
HistomissSECH81_007238:007238-T1	HistocapWGSS16_tyr2311
HistomissSECH81_007238:007238-T1	HistocapWGSS16_tyr2305
HistomissSECH81_007238:007238-T1	HistocapCB062_005654:005654-T1
HistomissSECH81_007238:007238-T1	HistocapCB064_008341:008341-T1
HistomissSECH81_007238:007238-T1	HistocapSECH109_006783:006783-T1
HistomissSECH81_007238:007238-T1	HistomissSECH88_007198:007198-T1:007199:007199-T1
HistomissSECH81_007238:007238-T1	HistomissWU24_tyr2767
HistomissSECH81_007238:007238-T1	HistocapCB064_008085:008085-T1
HistomissSECH81_007238:007238-T1	HistocapWGSS11_tyr2164
HistomissSECH81_007238:007238-T1	Histocap1517p17_tyr306
HistomissSECH81_007238:007238-T1	HistocapSECH109_005023:005023-T1
HistomissSECH81_007238:007238-T1	HistomissSECH84_007371:007371-T1
HistomissSECH81_007238:007238-T1	HistocapCB062_005704:005704-T1
HistomissSECH81_007238:007238-T1	Histocap1517p17_tyr338
HistomissSECH81_007238:007238-T1	HistoohiSECH96_006926:006926-T1:006927:006927-T1
HistomissSECH81_007238:007238-T1	HistomissSECH84_007628:007628-T1
HistomissSECH81_007238:007238-T1	Histocap485P20_tyr661
HistomissSECH81_007238:007238-T1	Histocap316p10_tyr473
HistomissSECH81_007238:007238-T1	HistomissSECH86_006738:006738-T1:006739:006739-T1
HistomissSECH81_007238:007238-T1	HistocapSA15_006664:006664-T1:006665:006665-T1:006666:006666-T1
HistomissSECH81_007238:007238-T1	Histocap122p10B_008643:008643-T1
HistomissSECH81_007238:007238-T1	HistomissSECH89_006797:006797-T1
HistomissSECH81_007238:007238-T1	HistomissWU24_tyr2796
HistomissSECH81_007238:007238-T1	Histocap122p10B_008041:008041-T1
HistomissSECH81_007238:007238-T1	Histocap122p10B_008329:008329-T1
HistomissSECH81_007238:007238-T1	HistomissSECH87_007772:007772-T1:007773:007773-T1
HistomissSECH81_007238:007238-T1	HistocapCB180_008234:008234-T1
HistomissSECH81_007238:007238-T1	HistocapCB168_007966:007966-T1
HistomissSECH81_007238:007238-T1	HistomissSECH81_007584:007584-T1
HistomissSECH81_007238:007238-T1	Histocap136P07_tyr177
HistomissSECH81_007238:007238-T1	HistocapWGSS11_tyr2169
HistomissSECH81_007238:007238-T1	HistomissSECH88_005077:005077-T1
HistomissSECH81_007238:007238-T1	Histocap343p18_008198:008198-T1
HistomissSECH81_007238:007238-T1	Histocap136P07_tyr181
HistomissSECH81_007238:007238-T1	HistocapCB168_007802:007802-T1
HistomissSECH81_007238:007238-T1	HistocapSECH109_005607:005607-T1
HistomissSECH81_007238:007238-T1	HistocapCB066_005569:005569-T1
HistomissSECH81_007238:007238-T1	Histocap136P07_tyr210
HistomissSECH81_007238:007238-T1	Histocap343p18_008027:008027-T1
HistomissSECH81_007238:007238-T1	HistomissSECH86_006602:006602-T1
HistomissSECH81_007238:007238-T1	HistomissWU24_tyr2830
HistomissSECH81_007238:007238-T1	Histocap388p11_008301:008301-T1
HistomissSECH81_007238:007238-T1	Histocap144p08_008615:008615-T1
HistomissSECH81_007238:007238-T1	Histocap104p06_008011:008011-T1
HistomissSECH81_007238:007238-T1	HistocapCB063_005822:005822-T1
HistomissSECH81_007238:007238-T1	HistomissSECH81_007125:007125-T1
HistomissSECH81_007238:007238-T1	Histocap144p08_008408:008408-T1
HistomissSECH81_007238:007238-T1	HistomissSECH84_001917:001917-T1
HistomissSECH81_007238:007238-T1	HistomissSECH87_001989:001989-T1
HistomissSECH81_007238:007238-T1	HistomissWU24_tyr2819
HistomissSECH81_007238:007238-T1	HistocapCB064_008642:008642-T1:008643:008643-T1
HistomissSECH81_007238:007238-T1	HistomissSECH81_005237:005237-T1
HistomissSECH81_007238:007238-T1	HistomissSECH86_006746:006746-T1
HistomissSECH81_007238:007238-T1	Histocap316p10_tyr443
HistomissSECH81_007238:007238-T1	HistomissSECH90_006684:006684-T1
HistomissSECH81_007238:007238-T1	HistocapWGSS16_tyr2303
HistomissSECH81_007238:007238-T1	HistocapCB064_008422:008422-T1:008423:008423-T1
HistomissSECH81_007238:007238-T1	HistocapCB186_008508:008508-T1
HistomissSECH81_007238:007238-T1	HistocapES283Z_007162:007162-T1
HistomissSECH81_007238:007238-T1	HistocapCB062_008250:008250-T1
HistomissSECH81_007238:007238-T1	Histocap144p08_008080:008080-T1
HistomissSECH81_007238:007238-T1	HistomissSECH85_001756:001756-T1
HistomissSECH81_007238:007238-T1	HistomissSECH83_007679:007679-T1
HistomissSECH81_007238:007238-T1	Histocap256P18_008176:008176-T1:008177:008177-T1
HistomissSECH81_007238:007238-T1	HistocapES285Z_006271:006271-T1
HistomissSECH81_007238:007238-T1	HistocapWGSS11_tyr2165
HistomissSECH81_007238:007238-T1	Histocap104p06_tyr17
HistomissSECH81_007238:007238-T1	HistomissSECH87_005819:005819-T1
HistomissSECH81_007238:007238-T1	HistomissSECH90_006844:006844-T1
HistomissSECH81_007238:007238-T1	HistocapCB063_008194:008194-T1
HistomissSECH81_007238:007238-T1	Histocap144p08_008158:008158-T1
HistomissSECH81_007238:007238-T1	Histocap388p11_008748:008748-T1
HistomissSECH81_007238:007238-T1	Histocap122p10B_008179:008179-T1
HistomissSECH81_007238:007238-T1	HistocapCB065_007781:007781-T1
HistomissSECH81_007238:007238-T1	HistocapCB062_007922:007922-T1
HistomissSECH81_007238:007238-T1	HistocapCB065_007904:007904-T1
HistomissSECH81_007238:007238-T1	HistocapCB192_005778:005778-T1:005779:005779-T1
HistomissSECH81_007238:007238-T1	HistocapHCH143_007908:007908-T1
HistomissSECH81_007238:007238-T1	HistomissSECH84_007342:007342-T1
HistomissSECH81_007238:007238-T1	Histocap388p11_008194:008194-T1
HistomissSECH81_007238:007238-T1	Histocap136P07_tyr185
HistomissSECH81_007238:007238-T1	HistoohiSECH92_007670:007670-T1:007671:007671-T1:007672:007672-T1
HistomissSECH81_007238:007238-T1	HistomissSECH85_005066:005066-T1
HistomissSECH81_007238:007238-T1	HistocapCB066_008239:008239-T1
HistomissSECH81_007238:007238-T1	HistocapWGSS14_008016:008016-T1
HistomissSECH81_007238:007238-T1	HistocapCB064_008534:008534-T1
HistomissSECH81_007238:007238-T1	HistocapCB064_008502:008502-T1
HistomissSECH81_007238:007238-T1	HistomissSECH85_006848:006848-T1:006849:006849-T1
HistomissSECH81_007238:007238-T1	HistomissSECH81_007373:007373-T1
HistomissSECH81_007238:007238-T1	HistocapWGSS14_008593:008593-T1
HistomissSECH81_007238:007238-T1	Histocap256P18_008724:008724-T1
HistomissSECH81_007238:007238-T1	Histocap485P20_tyr659
HistomissSECH81_007238:007238-T1	Histocap343p18_008102:008102-T1
HistomissSECH81_007238:007238-T1	HistocapES283Z_007184:007184-T1
HistomissSECH81_007238:007238-T1	Histocap256P18_008388:008388-T1
HistomissSECH81_007238:007238-T1	HistocapWGSS14_008198:008198-T1
HistomissSECH81_007238:007238-T1	HistomissWU24_tyr2785
HistomissSECH81_007238:007238-T1	HistomissSECH84_007616:007616-T1:007617:007617-T1
HistomissSECH81_007238:007238-T1	HistocapCB180_005614:005614-T1
HistomissSECH81_007238:007238-T1	HistocapSECH110_006124:006124-T1:006125:006125-T1
HistomissSECH81_007238:007238-T1	Histocap136P07_tyr171
HistomissSECH81_007238:007238-T1	HistocapJBHc01752_003891:003891-T1
HistomissSECH81_007238:007238-T1	Histocap485P20_tyr656
HistomissSECH81_007238:007238-T1	HistocapCB063_008534:008534-T1
HistomissSECH81_007238:007238-T1	HistomissSECH85_006718:006718-T1
HistomissSECH81_007238:007238-T1	HistocapCB062_008185:008185-T1
HistomissSECH81_007238:007238-T1	Histocap327P12_008099:008099-T1
HistomissSECH81_007238:007238-T1	HistocapCB063_008393:008393-T1
HistomissSECH81_007238:007238-T1	HistomissSECH87_007636:007636-T1
HistomissSECH81_007238:007238-T1	HistocapSECH107_004445:004445-T1
HistomissSECH81_007238:007238-T1	HistocapCB180_007905:007905-T1
HistomissSECH81_007238:007238-T1	Histocap104p06_tyr15
HistomissSECH81_007238:007238-T1	HistoohiSECH93_006664:006664-T1:006665:006665-T1
HistomissSECH81_007238:007238-T1	Histocap327P12_tyr485
HistomissSECH81_007238:007238-T1	HistocapCB180_005662:005662-T1:005663:005663-T1
HistomissSECH81_007238:007238-T1	Histocap485P20_tyr662
HistomissSECH81_007238:007238-T1	Histocap104p06_008111:008111-T1
HistomissSECH81_007238:007238-T1	HistocapES286Z_007926:007926-T1
HistomissSECH81_007238:007238-T1	HistocapCB065_007952:007952-T1
HistomissSECH81_007238:007238-T1	Histocap388p11_008413:008413-T1
HistomissSECH81_007238:007238-T1	HistocapCB174_008026:008026-T1
HistomissSECH81_007238:007238-T1	Histocap117p12_009067:009067-T1
HistomissSECH81_007238:007238-T1	HistomissSECH89_005066:005066-T1:005067:005067-T1
HistomissSECH81_007238:007238-T1	Histocap1517p17_tyr294
HistomissSECH81_007238:007238-T1	HistocapH88_03946
HistocapHISSPFGBIK2051_005082:005082-T1	HistocapHISSPFGBIK2051_005082:005082-T1
HistocapWGSS16_008677:008677-T1	HistocapWGSS16_008677:008677-T1
HistocapWGSS16_008677:008677-T1	HistocapES286Z_tyr1459
HistocapWGSS16_008677:008677-T1	HistocapCB192_003631:003631-T1:003632:003632-T1
HistocapWGSS16_008677:008677-T1	HistoohiSECH98_003286:003286-T1
HistocapWGSS16_008677:008677-T1	HistomissSECH85_003034:003034-T1:003035:003035-T1
HistocapWGSS16_008677:008677-T1	Histocap256P18_005483:005483-T1
HistocapWGSS16_008677:008677-T1	HistocapJBHc01752_tyr1805
HistocapWGSS16_008677:008677-T1	Histocap122p10B_006982:006982-T1
HistocapWGSS16_008677:008677-T1	HistocapES289Z_tyr1503
HistocapWGSS16_008677:008677-T1	HistomissSECH83_007699:007699-T1
HistocapWGSS16_008677:008677-T1	Histocap136P07_006982:006982-T1
HistocapWGSS16_008677:008677-T1	HistomissSECH83_003363:003363-T1
HistocapWGSS16_008677:008677-T1	HistoohiSECH99_001714:001714-T1:001715:001715-T1
HistocapWGSS16_008677:008677-T1	HistocapSECH109_004929:004929-T1:004930:004930-T1
HistocapWGSS16_008677:008677-T1	HistocapJBHc01752_tyr1809
HistocapWGSS16_008677:008677-T1	HistomissSECH88_007415:007415-T1
HistocapWGSS16_008677:008677-T1	Histocap327P12_005410:005410-T1
HistocapWGSS16_008677:008677-T1	Histocap144p08_008273:008273-T1
HistocapWGSS16_008677:008677-T1	HistomissSECH84_003461:003461-T1
HistocapWGSS16_008677:008677-T1	HistomissSECH86_003077:003077-T1
HistocapWGSS16_008677:008677-T1	Histocap144p08_006939:006939-T1
HistocapWGSS16_008677:008677-T1	HistocapSECH110_005882:005882-T1
HistocapWGSS16_008677:008677-T1	HistomissSECH90_006957:006957-T1
HistocapWGSS16_008677:008677-T1	Histocap316p10_005412:005412-T1
HistocapWGSS16_008677:008677-T1	HistomissSECH81_007412:007412-T1
HistocapWGSS16_008677:008677-T1	HistocapCB062_003602:003602-T1
HistocapWGSS16_008677:008677-T1	Histocap104p06_008284:008284-T1
HistocapWGSS16_008677:008677-T1	HistoohiSECH91_003652:003652-T1
HistocapWGSS16_008677:008677-T1	Histocap117p12_005566:005566-T1
HistocapWGSS16_008677:008677-T1	HistomissSECH89_006986:006986-T1
HistocapWGSS16_008677:008677-T1	HistocapCB066_003569:003569-T1
HistocapWGSS16_008677:008677-T1	Histocap136P07_008298:008298-T1
HistocapWGSS16_008677:008677-T1	HistocapWGSS11_008395:008395-T1
HistocapWGSS16_008677:008677-T1	HistocapCB064_003684:003684-T1
HistocapWGSS16_008677:008677-T1	Histocap388p11_007069:007069-T1
HistocapWGSS16_008677:008677-T1	HistocapHISSPCM7256_tyr1692
HistocapWGSS16_008677:008677-T1	HistocapWGSS16_008404:008404-T1
HistocapWGSS16_008677:008677-T1	Histocap316p10_006955:006955-T1
HistocapWGSS16_008677:008677-T1	HistoohiSECH95_003185:003185-T1
HistocapWGSS16_008677:008677-T1	Histocap343p18_008306:008306-T1
HistocapWGSS16_008677:008677-T1	HistocapCB065_tyr957
HistocapWGSS16_008677:008677-T1	HistocapWGSS11_006980:006980-T1
HistocapWGSS16_008677:008677-T1	Histocap343p18_007001:007001-T1
HistocapWGSS16_008677:008677-T1	HistocapWGSS16_008678:008678-T1
HistocapWGSS16_008677:008677-T1	HistomissWU24_03909
HistocapWGSS16_008677:008677-T1	HistocapCB180_003597:003597-T1:003598:003598-T1
HistocapWGSS16_008677:008677-T1	Histocap1517p17_008298:008298-T1
HistocapWGSS16_008677:008677-T1	HistomissSECH89_003237:003237-T1
HistocapWGSS16_008677:008677-T1	HistocapCB063_003691:003691-T1:003692:003692-T1
HistocapWGSS16_008677:008677-T1	HistomissSECH102_tyr2318
HistocapWGSS16_008677:008677-T1	HistoohiSECH82_003837:003837-T1
HistocapWGSS16_008677:008677-T1	HistoohiG217B_09044:09045
HistocapWGSS16_008677:008677-T1	HistocapCB174_003546:003546-T1
HistocapWGSS16_008677:008677-T1	HistocapCB186_008524:008524-T1
HistocapWGSS16_008677:008677-T1	HistomissSECH81_003360:003360-T1:003361:003361-T1
HistocapWGSS16_008677:008677-T1	HistocapCB168_006839:006839-T1
HistocapWGSS16_008677:008677-T1	HistocapHISSPCM7256_tyr1672
HistocapWGSS16_008677:008677-T1	Histocap256P18_007070:007070-T1
HistocapWGSS16_008677:008677-T1	Histocap122p10B_005430:005430-T1
HistocapWGSS16_008677:008677-T1	HistomissSECH90_003126:003126-T1
HistocapWGSS16_008677:008677-T1	HistocapSECH109_007241:007241-T1
HistocapWGSS16_008677:008677-T1	HistomissSECH85_006781:006781-T1
HistocapWGSS16_008677:008677-T1	HistoohiSECH92_003610:003610-T1
HistocapWGSS16_008677:008677-T1	HistomissSECH87_003493:003493-T1:003494:003494-T1
HistocapWGSS16_008677:008677-T1	Histocap388p11_008416:008416-T1
HistocapWGSS16_008677:008677-T1	Histocap117p12_007168:007168-T1
HistocapWGSS16_008677:008677-T1	HistocapWGSS14_008360:008360-T1
HistocapWGSS16_008677:008677-T1	HistocapCB186_tyr1263
HistocapWGSS16_008677:008677-T1	Histocap104p06_006978:006978-T1
HistocapWGSS16_008677:008677-T1	Histocap144p08_005414:005414-T1
HistocapWGSS16_008677:008677-T1	HistomissSECH87_007648:007648-T1
HistocapWGSS16_008677:008677-T1	HistomissSECH88_003181:003181-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	Histocap122p10B_004851:004851-T1:004852:004852-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	HistocapHISSPFGFIN2028_007887:007887-T1:007888:007888-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	Histocap327P12_004833:004833-T1:004834:004834-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	HistocapES290Z_006934:006934-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	Histocap316p10_004834:004834-T1:004835:004835-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	Histocap485P20_tyr686
Histocap122p10B_004851:004851-T1:004852:004852-T1	Histocap117p12_004978:004978-T1:004979:004979-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	HistocapES286Z_003461:003461-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	HistocapHISSPFGPSO2043_007211:007211-T1:007212:007212-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	Histocap343p18_004847:004847-T1:004848:004848-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	HistocapH88_04579
Histocap122p10B_004851:004851-T1:004852:004852-T1	HistocapWGSS11_004869:004869-T1:004870:004870-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	HistocapHISSPFGMAR2044_008977:008977-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	Histocap104p06_004823:004823-T1:004824:004824-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	HistocapES289Z_004403:004403-T1:004404:004404-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	HistocapHCH143_003500:003500-T1:003501:003501-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	HistocapWGSS16_004892:004892-T1:004893:004893-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	HistocapSECH107_001986:001986-T1:001987:001987-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	Histocap1517p17_004790:004790-T1:004791:004791-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	HistocapES288Z_004907:004907-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	HistocapHISSPFGFIN2028_006304:006304-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	HistocapHISSPFGFAR0189_008542:008542-T1:008543:008543-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	Histocap388p11_004899:004899-T1:004900:004900-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	HistocapHISSPCM7256_006576:006576-T1:006577:006577-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	HistocapHISSPFGFAR0189_008190:008190-T1
Histocap122p10B_004851:004851-T1:004852:004852-T1	Histocap144p08_004826:004826-T1:004827:004827-T1
