score	div.	del.	ins.	query	beginq	endq	leftq	strand	family	class	beginr	endr	leftr	ID	overlap	length
3720	5	0	0.1	scaffold_1	14156	14681	(4300620)	+	TE_00000015	LINE/unknown	1	502	(2)	22	NA	526
2152	13.4	0	0	scaffold_1	14782	15110	(4300191)	C	TE_00000094_INT	LTR/Gypsy	(6002)	794	466	20	NA	329
3177	13.2	0	0	scaffold_1	15227	15697	(4299604)	C	TE_00000094_INT	LTR/Gypsy	(6325)	471	1	20	NA	471
1573	7.8	0	0	scaffold_1	15698	15942	(4299359)	C	TE_00000087_LTR	LTR/Gypsy	(0)	245	1	20	NA	245
3358	7.9	0	0.1	scaffold_1	15943	16462	(4298839)	+	TE_00000015	LINE/unknown	1	488	(16)	23	NA	520
1251	6.8	0	0	scaffold_1	17418	17593	(4297708)	+	TE_00000015	LINE/unknown	329	504	(0)	24	*	176
1729	3.3	0	2	scaffold_1	17548	17797	(4297504)	+	TE_00000031	Unknown	1	245	(0)	25	NA	250
840	0.9	0	0	scaffold_1	17796	17910	(4297391)	+	TE_00000018	Unknown	122	236	(0)	26	*	115
1294	3.4	0	0	scaffold_1	17838	18013	(4297288)	C	TE_00000005	Unknown	(0)	176	1	27	NA	176
553	1.4	0	0	scaffold_1	18015	18085	(4297216)	+	TE_00000006	Unknown	1	71	(58)	28	NA	71
933	10.4	0	3.2	scaffold_1	18092	18250	(4297051)	C	TE_00000009	Unknown	(0)	159	6	29	*	159
1241	0.7	0	0	scaffold_1	18246	18394	(4296907)	+	TE_00000075	Unknown	42	190	(0)	30	NA	149
632	16.4	6.7	0.7	scaffold_1	18362	18496	(4296805)	+	TE_00000008	Unknown	110	252	(158)	31	*	135
947	21.9	0	0	scaffold_1	18490	18672	(4296629)	C	TE_00000101_INT	LTR/Gypsy	(2865)	2027	1845	32	*	183
9787	10	1.1	0.7	scaffold_1	18664	20118	(4295183)	+	TE_00000010	Unknown	125	1585	(201)	33	NA	1455
407	7	0	0	scaffold_1	20323	20379	(4294922)	+	TE_00000010	Unknown	1623	1679	(107)	33	NA	57
413	6.9	0	0	scaffold_1	20546	20603	(4294698)	+	TE_00000010	Unknown	1678	1735	(51)	33	NA	58
908	3.9	0	0	scaffold_1	20844	20970	(4294331)	C	TE_00000087_LTR	LTR/Gypsy	(118)	127	1	34	NA	127
1072	8.9	0	0	scaffold_1	21056	21201	(4294100)	C	TE_00000092_LTR	LTR/Gypsy	(0)	146	1	35	NA	146
265	7.4	0	0	scaffold_1	21204	21244	(4294057)	C	TE_00000008	Unknown	(357)	53	19	36	*	41
426	10.2	0	0	scaffold_1	21242	21300	(4294001)	C	TE_00000075	Unknown	(126)	64	6	37	NA	59
352	18.5	0	0	scaffold_1	21309	21362	(4293939)	C	TE_00000012	Unknown	(334)	54	1	38	NA	54
366	12.3	0	5.3	scaffold_1	21364	21423	(4293878)	+	TE_00000042	LTR/unknown	262	318	(824)	39	NA	60
824	8.3	2.3	0.7	scaffold_1	21642	21774	(4293527)	C	TE_00000105_LTR	LTR/unknown	(98)	135	1	40	NA	133
974	6.8	0	3.4	scaffold_1	23243	23395	(4291906)	C	TE_00000009	Unknown	(0)	159	12	41	NA	153
1468	9.8	1.4	9.9	scaffold_1	23497	24202	(4291099)	C	TE_00000077	Unknown	(19)	289	36	42	NA	706
1851	5.5	4.8	5.2	scaffold_1	24303	24706	(4290595)	C	TE_00000077	Unknown	(19)	289	1	43	NA	404
2680	13.5	0	0	scaffold_1	24709	25115	(4290186)	+	TE_00000094_INT	LTR/Gypsy	4108	4514	(2282)	44	NA	407
15208	3.4	0	0	scaffold_1	25116	26975	(4288326)	C	TE_00000001	DNA/DTA	(0)	1860	1	45	NA	1860
262	0	14.8	0	scaffold_1	28031	28084	(4287217)	+	TE_00000053	Unknown	1	62	(245)	46	NA	54
437	14.1	0	0	scaffold_1	28185	28269	(4287032)	+	TE_00000089_INT	LTR/Gypsy	2260	2344	(137)	47	*	85
640	26.7	0	0	scaffold_1	28252	28401	(4286900)	C	TE_00000088_LTR	LTR/unknown	(121)	150	1	48	NA	150
1139	22.2	0	0	scaffold_1	28402	28608	(4286693)	C	TE_00000089_INT	LTR/Gypsy	(0)	3659	3453	49	NA	207
2868	15.1	2	0.2	scaffold_1	28609	29100	(4286201)	C	TE_00000089_INT	LTR/Gypsy	(5)	2476	1976	49	NA	492
340	15.8	0	0	scaffold_1	29201	29257	(4286044)	C	TE_00000008	Unknown	(244)	166	110	50	*	57
1424	4.4	0	0	scaffold_1	29225	29407	(4285894)	C	TE_00000075	Unknown	(0)	190	8	51	NA	183
911	16	3.8	2.3	scaffold_1	29355	29578	(4285723)	+	TE_00000009	Unknown	1	440	(0)	52	*	224
267	11.6	0	2.3	scaffold_1	29579	29622	(4285679)	C	TE_00000105_LTR	LTR/unknown	(190)	43	1	53	NA	44
1128	19.1	0	1.3	scaffold_1	29623	29846	(4285455)	+	TE_00000052	Unknown	203	423	(0)	54	NA	224
751	12.8	0	1.6	scaffold_1	29859	29985	(4285316)	+	TE_00000049	Unknown	55	179	(0)	55	*	127
1130	26.8	2.8	3.7	scaffold_1	29984	30283	(4285018)	C	TE_00000086_INT	LTR/Gypsy	(4681)	355	1	56	NA	300
469	32.8	9.8	1.4	scaffold_1	30417	30670	(4284631)	C	TE_00000103_LTR	LTR/Gypsy	(161)	275	1	58	NA	254
1087	18.4	0	0	scaffold_1	30672	30878	(4284423)	C	TE_00000094_INT	LTR/Gypsy	(1910)	4886	4680	59	NA	207
1567	2.6	0	0	scaffold_1	30979	31168	(4284133)	C	TE_00000012	Unknown	(198)	190	1	60	NA	190
1925	8.5	3.3	5.2	scaffold_1	31394	31727	(4283574)	+	TE_00000051	Unknown	1	328	(0)	61	NA	334
2590	11.5	0.3	0	scaffold_1	34359	34740	(4280561)	+	TE_00000094_INT	LTR/Gypsy	2719	3101	(3695)	62	NA	382
1336	26.4	0	0.3	scaffold_1	34742	35052	(4280249)	+	TE_00000103_LTR	LTR/Gypsy	1	310	(126)	63	NA	311
6859	13.9	0	0	scaffold_1	35053	36052	(4279249)	+	TE_00000014	LINE/unknown	1	1000	(1711)	64	NA	1000
940	2.4	0	0	scaffold_1	36053	36179	(4279122)	+	TE_00000087_LTR	LTR/Gypsy	1	127	(118)	65	NA	127
257	13.1	0	9.3	scaffold_1	40031	40089	(4275212)	+	TE_00000081	Unknown	72	125	(74)	69	NA	59
314	21.2	1.5	0	scaffold_1	51615	51680	(4263621)	+	TE_00000042	LTR/unknown	183	249	(893)	73	NA	66
396	3.8	9.4	0	scaffold_1	61324	61376	(4253925)	C	TE_00000024	Unknown	(25)	58	1	76	NA	53
987	8.2	0	0	scaffold_1	78190	78311	(4236990)	C	TE_00000042	LTR/unknown	(836)	306	185	82	NA	122
893	1	0	0	scaffold_1	78427	78527	(4236774)	+	TE_00000026	Unknown	1	101	(0)	83	NA	101
274	2.6	7.9	0	scaffold_1	78595	78632	(4236669)	+	TE_00000026	Unknown	61	101	(0)	84	NA	38
880	12.7	0	0.8	scaffold_1	83793	83919	(4231382)	+	TE_00000034	LTR/unknown	446	571	(460)	92	NA	127
598	13.6	0	7.3	scaffold_1	93590	93692	(4221609)	C	TE_00000057	Unknown	(0)	241	146	99	NA	103
403	20.6	0	0	scaffold_1	93724	93791	(4221510)	+	TE_00000103_LTR	LTR/Gypsy	1	68	(368)	100	*	68
659	24.1	0	0	scaffold_1	93786	93901	(4221400)	+	TE_00000086_INT	LTR/Gypsy	4921	5036	(0)	101	NA	116
1399	27.7	1.5	3.9	scaffold_1	93902	94423	(4220878)	+	TE_00000103_LTR	LTR/Gypsy	1	414	(22)	101	NA	522
1053	0.8	0	0	scaffold_1	94666	94785	(4220516)	+	TE_00000047	Unknown	1	120	(9)	102	NA	120
800	15.8	0.7	2.7	scaffold_1	119114	119263	(4196038)	C	TE_00000057	Unknown	(48)	193	47	123	NA	150
1524	10.6	1.6	7.5	scaffold_1	119555	119809	(4195492)	+	TE_00000057	Unknown	1	241	(0)	124	NA	255
225	7.1	0	0	scaffold_1	163646	163673	(4151628)	C	TE_00000099	DNA/DTT	(438)	3100	3073	144	NA	28
1141	10.1	0	12	scaffold_1	179585	179798	(4135503)	+	TE_00000057	Unknown	1	191	(50)	153	NA	214
539	18.4	15.5	4.2	scaffold_1	190199	190391	(4124910)	+	TE_00000105_LTR	LTR/unknown	1	214	(19)	160	NA	193
350	10.2	0	15.7	scaffold_1	190344	190424	(4124877)	+	TE_00000059	Unknown	11	80	(0)	161	*	81
486	8.1	0	0	scaffold_1	273146	273207	(4042094)	C	TE_00000075	Unknown	(121)	69	8	186	*	62
1109	9.9	3.7	2.4	scaffold_1	273155	273371	(4041930)	+	TE_00000009	Unknown	1	433	(7)	187	NA	217
1105	16.4	3.1	1.3	scaffold_1	276736	276964	(4038337)	C	TE_00000105_LTR	LTR/unknown	(0)	233	1	190	NA	229
376	10.6	0	25.7	scaffold_1	340060	340186	(3975115)	C	TE_00000026	Unknown	(0)	101	1	219	NA	127
1782	16.2	11.4	0.5	scaffold_1	341237	341632	(3973669)	+	TE_00000001	DNA/DTA	1363	1801	(59)	220	NA	396
258	21.7	0	0	scaffold_1	341714	341759	(3973542)	C	TE_00000103_LTR	LTR/Gypsy	(390)	46	1	221	NA	46
1281	13.2	2.2	0.4	scaffold_1	341784	342012	(3973289)	C	TE_00000105_LTR	LTR/unknown	(0)	233	1	222	NA	229
1215	16.1	12.6	0.3	scaffold_1	342536	342797	(3972504)	C	TE_00000001	DNA/DTA	(0)	1860	1567	223	NA	262
369	14.7	0	0	scaffold_1	342754	342821	(3972480)	+	TE_00000082	Unknown	19	86	(0)	224	*	68
368	15	0	0	scaffold_1	342822	342881	(3972420)	C	TE_00000008	Unknown	(0)	410	351	225	NA	60
325	17.5	0	0	scaffold_1	342876	342932	(3972369)	C	TE_00000075	Unknown	(121)	69	13	226	*	57
489	17.9	9.5	0.7	scaffold_1	342884	343026	(3972275)	+	TE_00000009	Unknown	1	97	(62)	227	NA	143
545	28.5	13.4	1.4	scaffold_1	343027	343272	(3972029)	+	TE_00000103_LTR	LTR/Gypsy	1	275	(161)	228	NA	246
278	13.9	0	0	scaffold_1	343486	343528	(3971773)	+	TE_00000042	LTR/unknown	265	307	(835)	229	NA	43
421	18.5	5	2	scaffold_1	343925	344023	(3971278)	+	TE_00000051	Unknown	226	327	(1)	230	NA	99
1412	10.2	1.2	5.9	scaffold_1	344300	344548	(3970753)	C	TE_00000057	Unknown	(0)	241	4	231	NA	249
1099	6.7	0	0	scaffold_1	346280	346429	(3968872)	C	TE_00000068	Unknown	(305)	212	63	232	NA	150
310	13.5	0	0	scaffold_1	346692	346743	(3968558)	+	TE_00000001	DNA/DTA	1809	1860	(0)	233	NA	52
419	17.2	18.6	1.4	scaffold_1	352168	352291	(3963010)	C	TE_00000092_LTR	LTR/Gypsy	(0)	146	2	236	NA	124
241	15	0	0	scaffold_1	354445	354484	(3960817)	+	TE_00000064	Unknown	1	40	(284)	237	NA	40
259	21.5	0	5.7	scaffold_1	393101	393174	(3922127)	C	TE_00000081	Unknown	(118)	81	12	246	NA	74
530	14.3	4.1	1.6	scaffold_1	481967	482087	(3833214)	C	TE_00000105_LTR	LTR/unknown	(109)	124	1	290	NA	121
812	12.7	0	0	scaffold_1	490143	490276	(3825025)	C	TE_00000094_INT	LTR/Gypsy	(1703)	5093	4960	298	NA	134
1320	10.1	0	0.5	scaffold_1	546881	547070	(3768231)	C	TE_00000094_INT	LTR/Gypsy	(4787)	2009	1821	313	NA	190
717	6.5	0	1.9	scaffold_1	547171	547280	(3768021)	+	TE_00000087_LTR	LTR/Gypsy	46	153	(92)	314	NA	110
581	9	0	1.1	scaffold_1	590504	590593	(3724708)	+	TE_00000074	Unknown	1	89	(0)	326	NA	90
615	18.4	7.8	0	scaffold_1	590594	590734	(3724567)	C	TE_00000105_LTR	LTR/unknown	(81)	152	1	327	NA	141
259	9.8	0	0	scaffold_1	608257	608297	(3707004)	C	TE_00000024	Unknown	(42)	41	1	330	NA	41
811	13.3	0	0	scaffold_1	616429	616556	(3698745)	+	TE_00000089_INT	LTR/Gypsy	614	741	(1740)	332	NA	128
18222	11.9	0.4	1.8	scaffold_1	641325	643964	(3671337)	+	TE_00000094_INT	LTR/Gypsy	4193	6796	(0)	352	NA	2640
1866	4.1	0	0	scaffold_1	643965	644209	(3671092)	+	TE_00000087_LTR	LTR/Gypsy	1	245	(0)	352	NA	245
19415	15.4	0	0	scaffold_1	644229	647067	(3668234)	C	TE_00000086_INT	LTR/Gypsy	(1101)	3935	1096	353	NA	2839
2258	6.3	0	0	scaffold_1	647068	647338	(3667963)	+	TE_00000088_LTR	LTR/unknown	1	271	(0)	354	NA	271
3460	9.3	0	4.7	scaffold_1	647339	647832	(3667469)	+	TE_00000112_INT	LTR/Gypsy	1	472	(3187)	355	NA	494
18775	12.5	0.2	0.2	scaffold_1	648329	653733	(3661568)	+	TE_00000112_INT	LTR/Gypsy	1	4353	(2443)	355	NA	5405
1487	14.3	0	0	scaffold_1	653732	653940	(3661361)	+	TE_00000112_INT	LTR/Gypsy	3451	3659	(0)	355	*	209
2080	10	0	0	scaffold_1	653941	654211	(3661090)	+	TE_00000088_LTR	LTR/unknown	1	271	(0)	356	NA	271
2266	22.5	0.2	0.3	scaffold_1	654239	654699	(3660602)	C	TE_00000103_LTR	LTR/Gypsy	(22)	414	1	357	NA	461
16952	16.1	0	0	scaffold_1	654700	657194	(3658107)	C	TE_00000086_INT	LTR/Gypsy	(0)	5036	2542	357	NA	2495
1927	22.3	0.8	0.5	scaffold_1	657338	657734	(3657567)	C	TE_00000103_LTR	LTR/Gypsy	(38)	398	1	358	NA	397
21001	15.2	0	0	scaffold_1	657735	660816	(3654485)	C	TE_00000086_INT	LTR/Gypsy	(0)	5036	1954	358	NA	3082
225	10.5	0	2.6	scaffold_1	674646	674684	(3640617)	C	TE_00000017	Unknown	(5538)	3649	3612	363	*	39
262	5.4	0	2.7	scaffold_1	674652	674689	(3640612)	+	TE_00000017	Unknown	3612	3648	(5539)	363	NA	38
977	11	0	2	scaffold_1	685376	685524	(3629777)	+	TE_00000045	Unknown	1	146	(0)	365	NA	149
667	9.4	3.7	2.7	scaffold_1	685803	685911	(3629390)	+	TE_00000079	Unknown	205	314	(0)	367	NA	109
971	14.9	2.6	0	scaffold_1	685919	686072	(3629229)	C	TE_00000076	LINE/unknown	(3018)	723	566	368	NA	154
666	20.5	0	0	scaffold_1	713125	713251	(3602050)	+	TE_00000086_INT	LTR/Gypsy	1879	2005	(3031)	383	NA	127
595	6.3	0	11.5	scaffold_1	713296	713402	(3601899)	+	TE_00000045	Unknown	51	146	(0)	384	NA	107
331	21.3	5.9	8	scaffold_1	713434	713535	(3601766)	+	TE_00000079	Unknown	32	131	(183)	385	NA	102
239	10.8	5.4	0	scaffold_1	714801	714837	(3600464)	C	TE_00000083	Unknown	(448)	3409	3371	389	NA	37
276	4.9	0	16.7	scaffold_1	739099	739147	(3576154)	+	TE_00000024	Unknown	1	42	(41)	407	NA	49
1146	7.8	5.1	4.5	scaffold_1	750103	750277	(3565024)	+	TE_00000033	Unknown	73	248	(122)	422	NA	175
574	8.4	0	1.2	scaffold_1	765341	765424	(3549877)	C	TE_00000024	Unknown	(0)	83	1	430	NA	84
523	3.8	25	0	scaffold_1	786305	786384	(3528917)	+	TE_00000110	DNA/DTH	1	100	(473)	433	NA	80
1201	7.2	1.2	0	scaffold_1	786385	786551	(3528750)	+	TE_00000105_LTR	LTR/unknown	1	169	(64)	434	NA	167
402	16.2	1.4	0	scaffold_1	826510	826583	(3488718)	C	TE_00000076	LINE/unknown	(0)	3741	3667	458	NA	74
1105	8.2	0	0	scaffold_1	907240	907410	(3407891)	C	TE_00000087_LTR	LTR/Gypsy	(57)	188	18	530	NA	171
276	15.2	0	13.4	scaffold_1	947865	947940	(3367361)	+	TE_00000079	Unknown	56	122	(192)	572	NA	76
1015	0.8	0	0	scaffold_1	948462	948579	(3366722)	+	TE_00000038	Unknown	3	120	(0)	575	NA	118
357	0	5	6.8	scaffold_1	948570	948629	(3366672)	+	TE_00000062	Unknown	420	478	(0)	576	*	60
952	6.4	0	0.8	scaffold_1	948583	948708	(3366593)	C	TE_00000023	Unknown	(0)	499	375	577	NA	126
1073	0	0	0.8	scaffold_1	948809	948934	(3366367)	C	TE_00000023	Unknown	(374)	125	1	577	NA	126
798	27.6	2.5	4.9	scaffold_1	960160	960598	(3354703)	C	TE_00000000	TIR/Tc1_Mariner	(117)	897	469	580	NA	439
325	19.9	2.2	7.8	scaffold_1	1047663	1047798	(3267503)	C	TE_00000105_LTR	LTR/unknown	(95)	138	10	622	NA	136
834	19.1	3.9	2.2	scaffold_1	1047850	1048031	(3267270)	+	TE_00000109	DNA/DTC	3869	4053	(16)	623	NA	182
254	16.3	2	2	scaffold_1	1069041	1069090	(3246211)	+	TE_00000103_LTR	LTR/Gypsy	1	50	(386)	626	NA	50
289	21.9	1.3	2.7	scaffold_1	1087519	1087593	(3227708)	+	TE_00000080	Unknown	7	80	(22)	636	NA	75
2283	6.3	3.6	0	scaffold_1	1088006	1088306	(3226995)	+	TE_00000095	DNA/DTH	2	313	(513)	637	NA	301
1797	10	0.8	0	scaffold_1	1088295	1088555	(3226746)	+	TE_00000095	DNA/DTH	380	642	(184)	638	*	261
295	16.7	0	0	scaffold_1	1088586	1088633	(3226668)	+	TE_00000028	Unknown	624	671	(237)	639	NA	48
554	10.3	1.1	1.1	scaffold_1	1088648	1088735	(3226566)	C	TE_00000001	DNA/DTA	(46)	1814	1727	640	NA	88
460	12	14.3	1.1	scaffold_1	1088753	1088836	(3226465)	C	TE_00000001	DNA/DTA	(199)	1661	1567	640	*	84
530	1.5	0	1.5	scaffold_1	1088792	1088860	(3226441)	+	TE_00000082	Unknown	19	86	(0)	641	NA	69
677	8.8	6.9	7.2	scaffold_1	1088861	1089009	(3226292)	C	TE_00000008	Unknown	(0)	410	222	642	NA	149
821	14.9	7.7	1.8	scaffold_1	1089010	1089226	(3226075)	+	TE_00000009	Unknown	1	159	(0)	643	*	217
1272	23.7	1.9	5.5	scaffold_1	1089226	1089600	(3225701)	C	TE_00000086_INT	LTR/Gypsy	(4617)	419	1	644	NA	375
505	27.1	14.2	5.1	scaffold_1	1089736	1089988	(3225313)	C	TE_00000103_LTR	LTR/Gypsy	(161)	275	1	645	NA	253
1269	4.4	1.4	13.9	scaffold_1	1090056	1090265	(3225036)	+	TE_00000095	DNA/DTH	640	826	(0)	646	NA	210
1307	13	12.9	0.3	scaffold_1	1196690	1196944	(3118357)	C	TE_00000001	DNA/DTA	(7)	1853	1567	740	NA	255
576	0	0	0	scaffold_1	1196901	1196968	(3118333)	+	TE_00000082	Unknown	19	86	(0)	741	*	68
528	12.2	10.2	0	scaffold_1	1196978	1197075	(3118226)	+	TE_00000007	Unknown	560	667	(42)	742	NA	98
881	14.2	3.9	2.5	scaffold_1	1197080	1197290	(3118011)	+	TE_00000009	Unknown	1	152	(7)	743	NA	211
804	11.4	1.5	3.7	scaffold_1	1197453	1197589	(3117712)	+	TE_00000092_LTR	LTR/Gypsy	1	134	(12)	744	NA	137
420	24.8	6.5	21.1	scaffold_1	1203895	1204185	(3111116)	+	TE_00000110	DNA/DTH	1	256	(317)	755	NA	291
230	21.1	1.9	1.9	scaffold_1	1236223	1236275	(3079026)	+	TE_00000024	Unknown	1	53	(30)	770	NA	53
5074	8.7	0	2.9	scaffold_1	1240205	1240915	(3074386)	+	TE_00000029	Unknown	1	691	(402)	773	NA	711
1808	14.4	0	0	scaffold_1	1240916	1241186	(3074115)	+	TE_00000088_LTR	LTR/unknown	1	271	(0)	774	NA	271
2860	17.3	0	0	scaffold_1	1241187	1241659	(3073642)	+	TE_00000112_INT	LTR/Gypsy	1	473	(3186)	775	NA	473
631	4	0	0	scaffold_1	1241666	1241739	(3073562)	+	TE_00000003	Unknown	1	74	(1760)	776	NA	74
1078	1.6	0	0	scaffold_1	1242062	1242187	(3073114)	C	TE_00000029	Unknown	(967)	126	1	777	NA	126
2577	9.7	0.1	2.6	scaffold_1	1246286	1246829	(3068472)	+	TE_00000064	Unknown	1	358	(0)	781	NA	544
2415	9.6	0	3.5	scaffold_1	1246615	1247001	(3068300)	C	TE_00000032	Unknown	(1)	635	262	782	*	387
1027	2.4	0.8	0.8	scaffold_1	1247115	1247241	(3068060)	+	TE_00000044	Unknown	492	618	(1)	783	NA	127
8063	19.9	0	0.1	scaffold_1	1252531	1253909	(3061392)	+	TE_00000016	DNA/Helitron	1	1378	(4357)	786	NA	1379
1061	0	0	0	scaffold_1	1253937	1254061	(3061240)	C	TE_00000006	Unknown	(0)	129	5	787	NA	125
2459	7.8	0	0	scaffold_1	1254162	1254467	(3060834)	+	TE_00000004	DNA/Helitron	4607	4912	(0)	788	NA	306
248	11.4	0	0	scaffold_1	1262479	1262513	(3052788)	C	TE_00000049	Unknown	(0)	179	145	789	*	35
483	11.8	1.3	1.3	scaffold_1	1262484	1262560	(3052741)	+	TE_00000052	Unknown	3	79	(344)	790	NA	77
535	9.5	21.3	0.7	scaffold_1	1262565	1262643	(3052658)	+	TE_00000078	LTR/unknown	2	106	(1774)	791	NA	79
1210	5.9	0	0.7	scaffold_1	1262644	1262796	(3052505)	C	TE_00000078	LTR/unknown	(3)	1877	1726	792	NA	153
1557	23.5	0.6	0.6	scaffold_1	1262797	1263134	(3052167)	+	TE_00000103_LTR	LTR/Gypsy	1	338	(98)	793	NA	338
311	23.5	0	0	scaffold_1	1263268	1263335	(3051966)	+	TE_00000086_INT	LTR/Gypsy	1	68	(4968)	795	NA	68
1971	12.2	0	0	scaffold_1	1263336	1263606	(3051695)	C	TE_00000088_LTR	LTR/unknown	(0)	271	1	796	NA	271
1072	20	0	0	scaffold_1	1263607	1263781	(3051520)	C	TE_00000112_INT	LTR/Gypsy	(0)	3659	3485	797	NA	175
1024	0	0	0	scaffold_1	1263781	1263902	(3051399)	C	TE_00000006	Unknown	(1)	128	7	798	*	122
4651	10.7	0.1	2.3	scaffold_1	1264004	1264673	(3050628)	+	TE_00000043	Unknown	774	1429	(362)	799	NA	670
1590	11	11.8	0	scaffold_1	1264777	1265022	(3050279)	+	TE_00000001	DNA/DTA	1586	1860	(0)	800	NA	246
1138	8.5	9.5	3.3	scaffold_1	1273937	1274167	(3041134)	+	TE_00000087_LTR	LTR/Gypsy	1	245	(0)	803	NA	231
938	7.9	0	0	scaffold_1	1274407	1274533	(3040768)	C	TE_00000089_INT	LTR/Gypsy	(212)	2269	2143	804	NA	127
1399	4.6	0	2.5	scaffold_1	1274634	1274835	(3040466)	+	TE_00000087_LTR	LTR/Gypsy	14	210	(35)	805	NA	202
641	8.3	0	0	scaffold_1	1274831	1274914	(3040387)	+	TE_00000001	DNA/DTA	1777	1860	(0)	806	*	84
315	23.8	6.9	9.6	scaffold_1	1274928	1275173	(3040128)	C	TE_00000078	LTR/unknown	(1639)	241	2	807	NA	246
1225	10.1	0	3.9	scaffold_1	1278277	1278462	(3036839)	C	TE_00000049	Unknown	(0)	179	1	809	NA	186
706	4.9	0	0	scaffold_1	1278566	1278646	(3036655)	C	TE_00000004	DNA/Helitron	(0)	4912	4832	810	*	81
2883	14.1	0	0	scaffold_1	1278641	1279051	(3036250)	C	TE_00000016	DNA/Helitron	(3328)	2407	1997	811	NA	411
897	5.1	0	2.6	scaffold_1	1279056	1279175	(3036126)	C	TE_00000009	Unknown	(0)	159	43	812	NA	120
1108	8.6	19.2	0.4	scaffold_1	1279276	1279473	(3035828)	+	TE_00000008	Unknown	176	410	(0)	813	NA	198
546	2.9	0	1.5	scaffold_1	1279474	1279542	(3035759)	C	TE_00000082	Unknown	(0)	86	19	814	*	69
644	13	0	0	scaffold_1	1279499	1279590	(3035711)	+	TE_00000001	DNA/DTA	1567	1658	(202)	815	NA	92
1892	22.6	0	0.9	scaffold_1	1287677	1288025	(3027276)	+	TE_00000101_INT	LTR/Gypsy	3723	4068	(824)	816	NA	349
377	17.1	0	3.4	scaffold_1	1288042	1288129	(3027172)	+	TE_00000087_LTR	LTR/Gypsy	9	93	(152)	817	NA	88
676	4.3	2.1	1.1	scaffold_1	1288130	1288222	(3027079)	+	TE_00000105_LTR	LTR/unknown	1	94	(139)	818	NA	93
550	14.7	1	0	scaffold_1	1288323	1288424	(3026877)	+	TE_00000112_INT	LTR/Gypsy	2374	2476	(5)	819	*	102
1299	20.9	0	0.5	scaffold_1	1288411	1288631	(3026670)	+	TE_00000112_INT	LTR/Gypsy	3440	3659	(0)	819	NA	221
2137	9.2	0	0	scaffold_1	1288632	1288902	(3026399)	+	TE_00000088_LTR	LTR/unknown	1	271	(0)	820	NA	271
